Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6
2011-02-01,1,2,2011,1.17,3.594,-0.801,0.267,-1.463,4.734
2011-02-02,2,2,2011,-0.837,2.825,-0.833,0.185,-1.384,4.743
2011-02-03,3,2,2011,0.379,1.926,-0.853,0.099,-1.303,4.753
2011-02-04,4,2,2011,-0.114,1.43,-0.866,0.008,-1.221,4.763
2011-02-05,5,2,2011,-0.014,0.738,-0.873,-0.087,-1.136,4.772
2011-02-06,6,2,2011,0.06,-0.33,-0.878,-0.184,-1.05,4.782
2011-02-07,7,2,2011,-0.004,-1.458,-0.883,-0.284,-0.963,4.792
2011-02-08,8,2,2011,-0.059,-2.294,-0.891,-0.384,-0.874,4.802
2011-02-09,9,2,2011,0.109,-2.648,-0.904,-0.485,-0.785,4.812
2011-02-10,10,2,2011,0.127,-2.546,-0.924,-0.586,-0.695,4.822
2011-02-11,11,2,2011,-0.257,-2.04,-0.947,-0.685,-0.604,4.833
2011-02-12,12,2,2011,0.337,-1.316,-0.969,-0.783,-0.512,4.843
2011-02-13,13,2,2011,0.365,-0.535,-0.985,-0.878,-0.421,4.853
2011-02-14,14,2,2011,-0.413,0.237,-0.989,-0.969,-0.329,4.864
2011-02-15,15,2,2011,-0.19,0.988,-0.979,-1.056,-0.237,4.874
2011-02-16,16,2,2011,0.352,1.595,-0.948,-1.139,-0.145,4.885
2011-02-17,17,2,2011,0.321,1.944,-0.892,-1.216,-0.053,4.895
2011-02-18,18,2,2011,-0.228,2.075,-0.807,-1.286,0.039,4.906
2011-02-19,19,2,2011,0.183,2.106,-0.687,-1.349,0.131,4.916
2011-02-20,20,2,2011,-0.176,1.961,-0.531,-1.404,0.223,4.927
2011-02-21,21,2,2011,0.171,1.275,-0.347,-1.451,0.314,4.938
2011-02-22,22,2,2011,0.199,0.181,-0.146,-1.488,0.404,4.949
2011-02-23,23,2,2011,0.208,-1.008,0.061,-1.514,0.494,4.96
2011-02-24,24,2,2011,-0.362,-1.924,0.264,-1.53,0.583,4.97
2011-02-25,25,2,2011,-0.231,-2.237,0.45,-1.534,0.671,4.981
2011-02-26,26,2,2011,-0.038,-1.997,0.61,-1.526,0.758,4.992
2011-02-27,27,2,2011,0.33,-1.41,0.736,-1.504,0.845,5.003
2011-02-28,28,2,2011,-0.136,-0.657,0.818,-1.469,0.93,5.015
2011-03-01,1,3,2011,0.133,0.097,0.848,-1.418,1.013,5.026
2011-03-02,2,3,2011,0.324,0.777,0.819,-1.352,1.096,5.037
2011-03-03,3,3,2011,0.374,1.351,0.721,-1.27,1.177,5.048
2011-03-04,4,3,2011,0.007,1.702,0.548,-1.172,1.256,5.059
2011-03-05,5,3,2011,0.025,1.731,0.297,-1.057,1.333,5.07
2011-03-06,6,3,2011,0.316,1.325,-0.004,-0.927,1.408,5.082
2011-03-07,7,3,2011,-0.268,0.495,-0.318,-0.783,1.482,5.093
2011-03-08,8,3,2011,0.08,-0.403,-0.608,-0.627,1.553,5.104
2011-03-09,9,3,2011,0.171,-0.816,-0.833,-0.46,1.622,5.116
2011-03-10,10,3,2011,-0.672,-0.4,-0.959,-0.284,1.688,5.127
2011-03-11,11,3,2011,0.714,0.258,-0.961,-0.102,1.752,5.138
2011-03-12,12,3,2011,0.252,0.418,-0.817,0.085,1.814,5.15
2011-03-13,13,3,2011,-0.112,0.128,-0.523,0.273,1.872,5.161
2011-03-14,14,3,2011,-0.632,-0.296,-0.134,0.461,1.928,5.173
2011-03-15,15,3,2011,-0.615,-0.477,0.281,0.646,1.981,5.184
2011-03-16,16,3,2011,0.581,-0.295,0.661,0.827,2.03,5.196
2011-03-17,17,3,2011,0.337,0.22,0.959,1.001,2.077,5.207
2011-03-18,18,3,2011,-0.545,0.716,1.125,1.166,2.12,5.219
2011-03-19,19,3,2011,-0.466,0.845,1.112,1.319,2.159,5.23
2011-03-20,20,3,2011,0.06,0.651,0.893,1.459,2.195,5.242
2011-03-21,21,3,2011,0.757,0.26,0.518,1.586,2.227,5.253
2011-03-22,22,3,2011,0.445,-0.222,0.059,1.697,2.256,5.265
2011-03-23,23,3,2011,0.176,-0.615,-0.41,1.793,2.28,5.276
2011-03-24,24,3,2011,-1.113,-0.73,-0.819,1.873,2.3,5.288
2011-03-25,25,3,2011,0.469,-0.419,-1.103,1.937,2.316,5.299
2011-03-26,26,3,2011,1.307,0.097,-1.226,1.983,2.328,5.311
2011-03-27,27,3,2011,-1.374,0.467,-1.161,2.011,2.336,5.322
2011-03-28,28,3,2011,0.31,0.292,-0.896,2.021,2.338,5.334
2011-03-29,29,3,2011,1.367,-0.186,-0.478,2.015,2.337,5.345
2011-03-30,30,3,2011,-1.231,-0.448,0.001,1.992,2.33,5.357
2011-03-31,31,3,2011,0.993,0.009,0.457,1.954,2.319,5.368
2011-04-01,1,4,2011,0.09,0.588,0.84,1.899,2.303,5.38
2011-04-02,2,4,2011,-0.37,0.765,1.103,1.829,2.283,5.391
2011-04-03,3,4,2011,0.101,0.382,1.213,1.744,2.259,5.402
2011-04-04,4,4,2011,-0.166,-0.008,1.185,1.644,2.23,5.414
2011-04-05,5,4,2011,0.15,-0.351,1.047,1.531,2.198,5.425
2011-04-06,6,4,2011,0.299,-0.728,0.825,1.405,2.162,5.437
2011-04-07,7,4,2011,-0.234,-1.151,0.545,1.27,2.122,5.448
2011-04-08,8,4,2011,-0.426,-1.572,0.235,1.125,2.079,5.459
2011-04-09,9,4,2011,-0.752,-1.844,-0.08,0.973,2.032,5.471
2011-04-10,10,4,2011,-0.195,-1.912,-0.372,0.815,1.982,5.482
2011-04-11,11,4,2011,0.473,-1.83,-0.617,0.652,1.929,5.493
2011-04-12,12,4,2011,1.046,-1.702,-0.806,0.486,1.872,5.504
2011-04-13,13,4,2011,0.728,-1.54,-0.935,0.318,1.813,5.516
2011-04-14,14,4,2011,-1.018,-1.204,-1.005,0.149,1.751,5.527
2011-04-15,15,4,2011,0.055,-0.541,-1.021,-0.018,1.687,5.538
2011-04-16,16,4,2011,0.689,0.311,-0.986,-0.182,1.62,5.549
2011-04-17,17,4,2011,0.714,1.127,-0.908,-0.343,1.55,5.56
2011-04-18,18,4,2011,0.113,1.727,-0.791,-0.498,1.478,5.571
2011-04-19,19,4,2011,-0.419,1.919,-0.641,-0.646,1.405,5.582
2011-04-20,20,4,2011,0.323,1.605,-0.464,-0.786,1.329,5.593
2011-04-21,21,4,2011,-0.272,0.902,-0.269,-0.917,1.251,5.604
2011-04-22,22,4,2011,0.274,0.041,-0.066,-1.036,1.172,5.615
2011-04-23,23,4,2011,-0.327,-0.68,0.134,-1.144,1.091,5.625
2011-04-24,24,4,2011,0.11,-1.138,0.322,-1.239,1.009,5.636
2011-04-25,25,4,2011,0.518,-1.358,0.488,-1.32,0.925,5.647
2011-04-26,26,4,2011,0.131,-1.365,0.624,-1.388,0.841,5.658
2011-04-27,27,4,2011,-0.692,-1.113,0.725,-1.443,0.755,5.668
2011-04-28,28,4,2011,0.163,-0.622,0.796,-1.484,0.668,5.679
2011-04-29,29,4,2011,0.683,0.018,0.842,-1.513,0.58,5.689
2011-04-30,30,4,2011,0.765,0.602,0.87,-1.529,0.492,5.7
2011-05-01,1,5,2011,0.523,1.012,0.885,-1.534,0.404,5.71
2011-05-02,2,5,2011,0.123,1.176,0.894,-1.528,0.315,5.72
2011-05-03,3,5,2011,-0.256,1.11,0.902,-1.511,0.225,5.73
2011-05-04,4,5,2011,-0.36,0.861,0.907,-1.484,0.136,5.741
2011-05-05,5,5,2011,-0.427,0.469,0.908,-1.447,0.046,5.751
2011-05-06,6,5,2011,-0.52,-0.001,0.904,-1.401,-0.043,5.761
2011-05-07,7,5,2011,-0.367,-0.518,0.892,-1.346,-0.132,5.771
2011-05-08,8,5,2011,-0.162,-0.987,0.87,-1.283,-0.22,5.781
2011-05-09,9,5,2011,0.209,-1.318,0.839,-1.212,-0.308,5.79
2011-05-10,10,5,2011,0.428,-1.392,0.794,-1.135,-0.395,5.8
2011-05-11,11,5,2011,-0.103,-1.11,0.735,-1.051,-0.482,5.81
2011-05-12,12,5,2011,-0.201,-0.546,0.657,-0.963,-0.567,5.819
2011-05-13,13,5,2011,-0.339,0.176,0.555,-0.869,-0.652,5.829
2011-05-14,14,5,2011,0.279,0.865,0.425,-0.772,-0.735,5.838
2011-05-15,15,5,2011,0.065,1.314,0.261,-0.672,-0.817,5.848
2011-05-16,16,5,2011,-0.156,1.405,0.061,-0.57,-0.897,5.857
2011-05-17,17,5,2011,-0.029,1.18,-0.175,-0.466,-0.976,5.866
2011-05-18,18,5,2011,0.122,0.754,-0.437,-0.361,-1.053,5.875
2011-05-19,19,5,2011,-0.13,0.242,-0.712,-0.256,-1.128,5.884
2011-05-20,20,5,2011,-0.022,-0.231,-0.987,-0.151,-1.202,5.893
2011-05-21,21,5,2011,-0.034,-0.597,-1.25,-0.048,-1.273,5.902
2011-05-22,22,5,2011,0.255,-0.889,-1.487,0.053,-1.343,5.911
2011-05-23,23,5,2011,0.029,-1.104,-1.687,0.151,-1.41,5.919
2011-05-24,24,5,2011,-0.385,-1.18,-1.836,0.246,-1.474,5.928
2011-05-25,25,5,2011,-0.515,-1.0,-1.923,0.337,-1.536,5.936
2011-05-26,26,5,2011,0.203,-0.534,-1.941,0.423,-1.596,5.945
2011-05-27,27,5,2011,0.076,0.004,-1.885,0.504,-1.652,5.953
2011-05-28,28,5,2011,0.339,0.476,-1.748,0.579,-1.706,5.961
2011-05-29,29,5,2011,0.092,0.975,-1.527,0.648,-1.757,5.969
2011-05-30,30,5,2011,1.136,1.295,-1.215,0.711,-1.805,5.977
2011-05-31,31,5,2011,1.428,1.177,-0.809,0.768,-1.849,5.985
2010-06-01,1,6,2010,-0.501,0.502,-0.322,0.819,-1.89,5.993
2010-06-02,2,6,2010,-0.69,-0.363,0.217,0.863,-1.928,6.0
2010-06-03,3,6,2010,-0.971,-1.153,0.777,0.901,-1.962,6.008
2010-06-04,4,6,2010,-0.959,-1.622,1.327,0.932,-1.993,6.015
2010-06-05,5,6,2010,-0.774,-1.627,1.842,0.956,-2.019,6.023
2010-06-06,6,6,2010,-0.801,-1.16,2.302,0.972,-2.042,6.03
2010-06-07,7,6,2010,-0.953,-0.387,2.683,0.981,-2.06,6.037
2010-06-08,8,6,2010,0.028,0.457,2.963,0.983,-2.075,6.044
2010-06-09,9,6,2010,-0.133,1.17,3.122,0.977,-2.086,6.05
2010-06-10,10,6,2010,-0.012,1.648,3.136,0.963,-2.092,6.057
2010-06-11,11,6,2010,0.313,1.787,2.989,0.943,-2.095,6.064
2010-06-12,12,6,2010,-0.227,1.649,2.687,0.916,-2.095,6.07
2010-06-13,13,6,2010,0.097,1.483,2.252,0.883,-2.091,6.076
2010-06-14,14,6,2010,-0.128,1.473,1.711,0.844,-2.083,6.082
2010-06-15,15,6,2010,-0.037,1.328,1.092,0.801,-2.072,6.088
2010-06-16,16,6,2010,0.273,0.917,0.42,0.753,-2.058,6.094
2010-06-17,17,6,2010,-0.105,0.221,-0.277,0.701,-2.04,6.1
2010-06-18,18,6,2010,-0.392,-0.466,-0.974,0.645,-2.019,6.106
2010-06-19,19,6,2010,-0.295,-0.866,-1.643,0.587,-1.996,6.111
2010-06-20,20,6,2010,-0.236,-0.881,-2.258,0.527,-1.969,6.117
2010-06-21,21,6,2010,0.163,-0.616,-2.794,0.465,-1.94,6.122
2010-06-22,22,6,2010,0.332,-0.222,-3.232,0.402,-1.907,6.127
2010-06-23,23,6,2010,0.33,0.129,-3.556,0.338,-1.873,6.132
2010-06-24,24,6,2010,0.392,0.293,-3.762,0.275,-1.835,6.137
2010-06-25,25,6,2010,-0.208,0.308,-3.858,0.211,-1.795,6.141
2010-06-26,26,6,2010,-0.403,0.224,-3.863,0.149,-1.753,6.146
2010-06-27,27,6,2010,0.036,0.136,-3.802,0.088,-1.708,6.15
2010-06-28,28,6,2010,0.315,0.064,-3.701,0.029,-1.662,6.154
2010-06-29,29,6,2010,0.301,0.062,-3.58,-0.029,-1.613,6.158
2010-06-30,30,6,2010,0.127,0.112,-3.454,-0.085,-1.562,6.162
