Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2005-02-06,6,2,2005,-0.343,-0.807,0.444,-3.161,6.366
2005-02-07,7,2,2005,0.467,-1.533,0.686,-3.111,6.391
2005-02-08,8,2,2005,-0.598,-1.464,0.909,-3.063,6.416
2005-02-09,9,2,2005,-1.457,-0.673,1.105,-3.015,6.44
2005-02-10,10,2,2005,-1.746,0.489,1.263,-2.969,6.464
2005-02-11,11,2,2005,2.131,1.531,1.374,-2.923,6.487
2005-02-12,12,2,2005,1.069,1.969,1.43,-2.878,6.51
2005-02-13,13,2,2005,-0.598,1.876,1.423,-2.834,6.533
2005-02-14,14,2,2005,-2.346,1.424,1.358,-2.79,6.555
2005-02-15,15,2,2005,-1.935,0.765,1.241,-2.747,6.576
2005-02-16,16,2,2005,-1.114,0.043,1.078,-2.704,6.598
2005-02-17,17,2,2005,-0.368,-0.666,0.878,-2.662,6.618
2005-02-18,18,2,2005,0.31,-1.274,0.645,-2.62,6.639
2005-02-19,19,2,2005,0.561,-1.729,0.387,-2.578,6.658
2005-02-20,20,2,2005,0.463,-2.016,0.111,-2.536,6.678
2005-02-21,21,2,2005,-0.193,-2.133,-0.177,-2.494,6.697
2005-02-22,22,2,2005,0.101,-2.193,-0.471,-2.452,6.715
2005-02-23,23,2,2005,-0.009,-2.251,-0.763,-2.409,6.733
2005-02-24,24,2,2005,-0.2,-2.337,-1.046,-2.366,6.75
2005-02-25,25,2,2005,0.319,-2.346,-1.316,-2.323,6.766
2005-02-26,26,2,2005,-0.445,-1.99,-1.569,-2.279,6.783
2005-02-27,27,2,2005,-0.283,-1.181,-1.8,-2.235,6.798
2005-02-28,28,2,2005,0.291,-0.109,-2.005,-2.19,6.813
2005-03-02,2,3,2005,0.745,0.951,-2.18,-2.144,6.827
2005-03-03,3,3,2005,0.258,1.717,-2.32,-2.097,6.841
2005-03-04,4,3,2005,-0.314,2.03,-2.422,-2.049,6.855
2005-03-05,5,3,2005,-0.713,1.825,-2.48,-1.999,6.867
2005-03-06,6,3,2005,0.403,1.154,-2.487,-1.949,6.879
2005-03-07,7,3,2005,0.418,0.227,-2.437,-1.898,6.891
2005-03-08,8,3,2005,-0.183,-0.751,-2.322,-1.845,6.901
2005-03-09,9,3,2005,0.063,-1.447,-2.135,-1.793,6.911
2005-03-10,10,3,2005,-0.076,-1.537,-1.868,-1.74,6.921
2005-03-11,11,3,2005,0.157,-1.077,-1.524,-1.686,6.93
2005-03-12,12,3,2005,-0.212,-0.277,-1.115,-1.634,6.938
2005-03-13,13,3,2005,0.21,0.587,-0.66,-1.582,6.945
2005-03-14,14,3,2005,-0.171,1.128,-0.178,-1.53,6.952
2005-03-15,15,3,2005,0.12,1.189,0.313,-1.48,6.958
2005-03-16,16,3,2005,-0.091,0.968,0.792,-1.431,6.963
2005-03-17,17,3,2005,0.132,0.757,1.228,-1.384,6.968
2005-03-18,18,3,2005,-0.282,0.657,1.592,-1.339,6.972
2005-03-19,19,3,2005,-0.49,0.536,1.875,-1.296,6.975
2005-03-20,20,3,2005,0.768,0.335,2.075,-1.256,6.977
2005-03-21,21,3,2005,1.088,0.06,2.192,-1.219,6.979
2005-03-22,22,3,2005,0.74,-0.268,2.232,-1.184,6.98
2005-03-23,23,3,2005,-0.035,-0.592,2.2,-1.153,6.98
2005-03-24,24,3,2005,-0.802,-0.856,2.103,-1.125,6.979
2005-03-25,25,3,2005,-1.519,-1.007,1.946,-1.099,6.978
2005-03-26,26,3,2005,-2.27,-0.969,1.738,-1.075,6.976
2005-03-27,27,3,2005,-2.297,-0.713,1.49,-1.052,6.973
2005-03-28,28,3,2005,-2.406,-0.246,1.213,-1.03,6.969
2005-03-29,29,3,2005,-1.522,0.346,0.92,-1.008,6.964
2005-03-30,30,3,2005,-1.373,0.878,0.623,-0.987,6.959
2005-03-31,31,3,2005,1.735,1.146,0.331,-0.964,6.952
2005-04-02,2,4,2005,-1.364,1.006,0.053,-0.94,6.945
2005-04-03,3,4,2005,-0.831,0.514,-0.206,-0.914,6.937
2005-04-04,4,4,2005,0.12,-0.125,-0.437,-0.886,6.928
2005-04-05,5,4,2005,0.348,-0.677,-0.635,-0.855,6.918
2005-04-06,6,4,2005,0.222,-1.017,-0.791,-0.821,6.908
2005-04-07,7,4,2005,-0.121,-1.193,-0.899,-0.782,6.896
2005-04-08,8,4,2005,-0.013,-1.278,-0.952,-0.739,6.883
2005-04-09,9,4,2005,0.247,-1.279,-0.946,-0.692,6.87
2005-04-10,10,4,2005,-0.136,-1.196,-0.884,-0.639,6.856
2005-04-11,11,4,2005,-0.43,-0.951,-0.778,-0.581,6.84
2005-04-12,12,4,2005,-0.136,-0.529,-0.64,-0.519,6.824
2005-04-13,13,4,2005,0.141,-0.016,-0.48,-0.452,6.807
2005-04-14,14,4,2005,0.428,0.474,-0.31,-0.38,6.789
2005-04-15,15,4,2005,0.337,0.839,-0.141,-0.304,6.769
2005-04-16,16,4,2005,-0.087,1.046,0.015,-0.224,6.749
2005-04-17,17,4,2005,-0.062,1.125,0.148,-0.139,6.728
2005-04-18,18,4,2005,-0.247,1.146,0.245,-0.05,6.706
2005-04-19,19,4,2005,0.201,1.075,0.299,0.043,6.683
2005-04-20,20,4,2005,0.254,0.838,0.309,0.139,6.659
2005-04-21,21,4,2005,-0.272,0.517,0.282,0.24,6.634
2005-04-22,22,4,2005,0.206,0.119,0.224,0.343,6.607
2005-04-23,23,4,2005,-0.107,-0.363,0.142,0.448,6.58
2005-04-24,24,4,2005,0.064,-0.812,0.042,0.553,6.552
2005-04-25,25,4,2005,-0.119,-0.994,-0.066,0.657,6.523
2005-04-26,26,4,2005,-0.257,-0.817,-0.176,0.757,6.492
2005-04-27,27,4,2005,0.378,-0.317,-0.273,0.852,6.461
2005-04-28,28,4,2005,-0.034,0.312,-0.346,0.939,6.428
2005-04-29,29,4,2005,-0.492,0.858,-0.379,1.018,6.394
2005-04-30,30,4,2005,-0.145,1.06,-0.361,1.087,6.359
2005-05-02,2,5,2005,0.364,0.75,-0.283,1.145,6.323
2005-05-03,3,5,2005,-0.253,-0.069,-0.159,1.194,6.286
2005-05-04,4,5,2005,0.185,-0.863,-0.002,1.232,6.248
2005-05-05,5,5,2005,-0.218,-1.223,0.172,1.26,6.209
2005-05-06,6,5,2005,0.343,-1.335,0.347,1.277,6.168
2005-05-07,7,5,2005,0.062,-1.388,0.515,1.283,6.127
2005-05-08,8,5,2005,-0.361,-1.373,0.671,1.278,6.084
2005-05-09,9,5,2005,-0.915,-1.196,0.808,1.262,6.041
2005-05-10,10,5,2005,-0.93,-0.825,0.925,1.234,5.997
2005-05-11,11,5,2005,-0.397,-0.264,1.015,1.194,5.951
2005-05-12,12,5,2005,0.994,0.383,1.075,1.143,5.905
2005-05-13,13,5,2005,0.867,0.994,1.1,1.08,5.859
2005-05-14,14,5,2005,0.786,1.511,1.085,1.007,5.811
2005-05-15,15,5,2005,-0.17,1.858,1.023,0.926,5.763
2005-05-16,16,5,2005,-0.593,2.033,0.909,0.837,5.715
2005-05-17,17,5,2005,-0.491,2.042,0.742,0.742,5.665
2005-05-18,18,5,2005,0.115,1.895,0.53,0.643,5.616
2005-05-19,19,5,2005,0.45,1.657,0.286,0.542,5.566
2005-05-20,20,5,2005,0.247,1.378,0.021,0.438,5.516
2005-05-21,21,5,2005,-0.507,1.059,-0.252,0.335,5.465
2005-05-22,22,5,2005,-0.715,0.689,-0.522,0.234,5.414
2005-05-23,23,5,2005,-0.173,0.248,-0.775,0.135,5.364
2005-05-24,24,5,2005,-0.017,-0.238,-0.999,0.042,5.313
2005-05-25,25,5,2005,1.214,-0.747,-1.182,-0.046,5.261
2005-05-26,26,5,2005,1.443,-1.214,-1.312,-0.127,5.21
2005-05-27,27,5,2005,1.502,-1.586,-1.377,-0.198,5.16
2005-05-28,28,5,2005,1.338,-1.824,-1.364,-0.259,5.109
2005-05-29,29,5,2005,0.769,-1.857,-1.261,-0.309,5.058
2005-05-30,30,5,2005,-0.197,-1.592,-1.07,-0.349,5.008
2005-05-31,31,5,2005,-1.512,-0.958,-0.81,-0.378,4.958
2005-06-01,1,6,2005,1.35,0.048,-0.508,-0.398,4.908
2005-06-02,2,6,2005,-0.01,0.948,-0.188,-0.409,4.859
2005-06-03,3,6,2005,-0.344,1.32,0.125,-0.411,4.81
2005-06-04,4,6,2005,-0.63,1.168,0.406,-0.405,4.762
2005-06-05,5,6,2005,-0.42,0.66,0.638,-0.392,4.714
2005-06-06,6,6,2005,-0.132,0.029,0.808,-0.372,4.667
2005-06-07,7,6,2005,0.113,-0.492,0.902,-0.345,4.621
2005-06-08,8,6,2005,-0.071,-0.699,0.907,-0.312,4.575
2005-06-09,9,6,2005,0.086,-0.561,0.819,-0.275,4.531
2005-06-10,10,6,2005,-0.121,-0.297,0.664,-0.233,4.487
2005-06-11,11,6,2005,0.165,-0.096,0.475,-0.189,4.444
2005-06-12,12,6,2005,0.159,-0.005,0.286,-0.143,4.403
2005-06-13,13,6,2005,-0.219,0.033,0.122,-0.098,4.363
2005-06-14,14,6,2005,0.088,0.049,-0.008,-0.053,4.323
2005-06-15,15,6,2005,0.27,0.056,-0.101,-0.011,4.286
2005-06-16,16,6,2005,0.119,0.063,-0.159,0.027,4.25
2005-06-17,17,6,2005,0.046,0.067,-0.189,0.061,4.216
2005-06-18,18,6,2005,-0.144,0.068,-0.196,0.089,4.183
2005-06-19,19,6,2005,-0.24,0.065,-0.188,0.11,4.152
2005-06-20,20,6,2005,-0.334,0.059,-0.174,0.125,4.123
2005-06-21,21,6,2005,-0.135,0.062,-0.158,0.134,4.096
2005-06-22,22,6,2005,-0.016,0.052,-0.146,0.138,4.072
2005-06-23,23,6,2005,0.097,0.051,-0.135,0.138,4.049
2005-06-24,24,6,2005,0.218,0.045,-0.125,0.134,4.028
2005-06-25,25,6,2005,0.332,0.047,-0.115,0.126,4.009
2005-06-26,26,6,2005,0.051,0.043,-0.103,0.116,3.993
2005-06-27,27,6,2005,-0.237,0.042,-0.089,0.105,3.979
2005-06-28,28,6,2005,-0.327,0.04,-0.072,0.092,3.967
2005-06-29,29,6,2005,-0.222,0.037,-0.052,0.079,3.958
2005-06-30,30,6,2005,-0.125,0.037,-0.028,0.065,3.951
