Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
6/6/2002,6,6,2002,0.356,0.393,0.097,0.076,1.878
6/7/2002,7,6,2002,-0.775,0.638,0.105,-0.05,1.882
6/8/2002,8,6,2002,-0.207,0.627,0.069,-0.175,1.886
6/9/2002,9,6,2002,0.113,0.401,-0.003,-0.301,1.89
6/10/2002,10,6,2002,0.3,0.035,-0.104,-0.424,1.894
6/11/2002,11,6,2002,-0.18,-0.349,-0.223,-0.545,1.898
6/12/2002,12,6,2002,0.076,-0.563,-0.35,-0.663,1.901
6/13/2002,13,6,2002,-0.035,-0.515,-0.478,-0.777,1.905
6/14/2002,14,6,2002,0.029,-0.354,-0.598,-0.886,1.909
6/15/2002,15,6,2002,-0.021,-0.199,-0.703,-0.989,1.912
6/16/2002,16,6,2002,-0.005,-0.038,-0.788,-1.085,1.916
6/17/2002,17,6,2002,-0.004,0.102,-0.844,-1.173,1.919
6/18/2002,18,6,2002,-0.012,0.21,-0.868,-1.253,1.923
6/19/2002,19,6,2002,-0.012,0.267,-0.857,-1.324,1.926
6/20/2002,20,6,2002,-0.004,0.275,-0.815,-1.385,1.929
6/21/2002,21,6,2002,0.002,0.255,-0.754,-1.436,1.932
6/22/2002,22,6,2002,0.002,0.223,-0.683,-1.477,1.935
6/23/2002,23,6,2002,0.003,0.179,-0.613,-1.508,1.938
6/24/2002,24,6,2002,0.001,0.137,-0.55,-1.529,1.941
6/25/2002,25,6,2002,-0.001,0.098,-0.499,-1.541,1.944
6/26/2002,26,6,2002,0.001,0.061,-0.466,-1.543,1.947
6/27/2002,27,6,2002,0,0.035,-0.449,-1.535,1.949
6/28/2002,28,6,2002,-0.003,0.018,-0.45,-1.517,1.952
6/29/2002,29,6,2002,-0.001,0.004,-0.468,-1.49,1.954
6/30/2002,30,6,2002,0.001,-0.003,-0.5,-1.454,1.957
