Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2009-03-02,2,3,2009,0.675,0.869,-1.536,1.28,6.211
2009-03-03,3,3,2009,0.675,1.661,-2.088,1.153,6.299
2009-03-04,4,3,2009,1.376,2.164,-2.543,1.02,6.383
2009-03-05,5,3,2009,1.667,2.265,-2.879,0.883,6.464
2009-03-06,6,3,2009,1.272,1.932,-3.089,0.743,6.542
2009-03-07,7,3,2009,0.495,1.262,-3.176,0.603,6.616
2009-03-08,8,3,2009,0.089,0.406,-3.146,0.464,6.686
2009-03-09,9,3,2009,-0.082,-0.494,-3.006,0.329,6.753
2009-03-10,10,3,2009,-0.032,-1.321,-2.76,0.198,6.815
2009-03-11,11,3,2009,-0.737,-1.895,-2.414,0.073,6.873
2009-03-12,12,3,2009,-0.92,-2.186,-1.974,-0.047,6.927
2009-03-13,13,3,2009,-0.475,-2.082,-1.459,-0.16,6.977
2009-03-14,14,3,2009,0.786,-1.547,-0.893,-0.266,7.021
2009-03-15,15,3,2009,-0.394,-0.598,-0.306,-0.363,7.061
2009-03-16,16,3,2009,-0.644,0.522,0.277,-0.452,7.096
2009-03-17,17,3,2009,0.532,1.545,0.827,-0.53,7.126
2009-03-18,18,3,2009,0.409,2.121,1.317,-0.598,7.15
2009-03-19,19,3,2009,-0.212,2.177,1.72,-0.654,7.169
2009-03-20,20,3,2009,-0.227,1.831,2.013,-0.698,7.182
2009-03-21,21,3,2009,0.263,1.279,2.197,-0.729,7.189
2009-03-22,22,3,2009,0.127,0.847,2.28,-0.746,7.191
2009-03-23,23,3,2009,-0.514,0.409,2.267,-0.748,7.186
2009-03-24,24,3,2009,0.606,-0.213,2.167,-0.736,7.175
2009-03-25,25,3,2009,-0.599,-1.037,1.988,-0.711,7.158
2009-03-26,26,3,2009,0.061,-1.659,1.738,-0.674,7.135
2009-03-27,27,3,2009,0.371,-1.876,1.425,-0.626,7.105
2009-03-28,28,3,2009,0.207,-1.568,1.06,-0.57,7.071
2009-03-29,29,3,2009,-0.235,-0.846,0.657,-0.506,7.03
2009-03-30,30,3,2009,0.276,0.036,0.24,-0.437,6.985
2009-03-31,31,3,2009,-0.333,0.927,-0.166,-0.363,6.934
2009-04-02,2,4,2009,0.316,1.626,-0.535,-0.286,6.879
2009-04-03,3,4,2009,-0.217,1.75,-0.844,-0.208,6.819
2009-04-04,4,4,2009,0.119,1.334,-1.078,-0.13,6.754
2009-04-05,5,4,2009,-0.102,0.605,-1.235,-0.053,6.686
2009-04-06,6,4,2009,-0.007,-0.305,-1.32,0.02,6.613
2009-04-07,7,4,2009,0.237,-1.228,-1.335,0.09,6.536
2009-04-08,8,4,2009,-0.263,-1.864,-1.282,0.154,6.456
2009-04-09,9,4,2009,-0.13,-1.887,-1.167,0.213,6.372
2009-04-10,10,4,2009,0.05,-1.399,-1.002,0.266,6.285
2009-04-11,11,4,2009,-0.038,-0.571,-0.8,0.314,6.194
2009-04-12,12,4,2009,0.178,0.336,-0.571,0.356,6.101
2009-04-13,13,4,2009,-0.206,1.138,-0.329,0.392,6.005
2009-04-14,14,4,2009,-0.186,1.742,-0.085,0.422,5.906
2009-04-15,15,4,2009,0.283,2.117,0.15,0.446,5.805
2009-04-16,16,4,2009,-0.112,2.286,0.362,0.463,5.701
2009-04-17,17,4,2009,-0.393,2.285,0.54,0.473,5.595
2009-04-18,18,4,2009,0.113,2.145,0.679,0.476,5.487
2009-04-19,19,4,2009,0.52,1.851,0.778,0.472,5.377
2009-04-20,20,4,2009,-0.019,1.348,0.843,0.462,5.266
2009-04-21,21,4,2009,0.026,0.701,0.876,0.445,5.153
2009-04-22,22,4,2009,-0.458,0.019,0.881,0.421,5.038
2009-04-23,23,4,2009,-1.127,-0.648,0.861,0.392,4.922
2009-04-24,24,4,2009,-0.57,-1.212,0.819,0.357,4.805
2009-04-25,25,4,2009,-0.29,-1.673,0.76,0.317,4.686
2009-04-26,26,4,2009,-0.017,-2.008,0.684,0.274,4.567
2009-04-27,27,4,2009,1.443,-2.214,0.597,0.226,4.447
2009-04-28,28,4,2009,2.299,-2.303,0.501,0.176,4.327
2009-04-29,29,4,2009,2.645,-2.273,0.399,0.123,4.206
2009-04-30,30,4,2009,1.898,-2.144,0.293,0.068,4.085
2009-05-02,2,5,2009,1.59,-1.947,0.183,0.011,3.963
2009-05-03,3,5,2009,1.19,-1.655,0.069,-0.046,3.842
2009-05-04,4,5,2009,0.132,-1.303,-0.045,-0.104,3.72
2009-05-05,5,5,2009,-0.569,-0.91,-0.158,-0.162,3.599
2009-05-06,6,5,2009,-1.417,-0.476,-0.265,-0.22,3.479
2009-05-07,7,5,2009,-2.182,-0.036,-0.365,-0.276,3.359
2009-05-08,8,5,2009,-2.681,0.425,-0.454,-0.33,3.239
2009-05-09,9,5,2009,-2.971,0.861,-0.528,-0.382,3.121
2009-05-10,10,5,2009,,,,,
2009-05-11,11,5,2009,,,,,
2009-05-12,12,5,2009,,,,,
2009-05-13,13,5,2009,,,,,
2009-05-14,14,5,2009,2.163,1.25,-0.585,-0.432,3.003
2009-05-15,15,5,2009,2.393,1.519,-0.621,-0.478,2.887
2009-05-16,16,5,2009,1.837,1.546,-0.635,-0.52,2.772
2009-05-17,17,5,2009,1.261,1.363,-0.625,-0.558,2.658
2009-05-18,18,5,2009,0.034,1.005,-0.594,-0.591,2.546
2009-05-19,19,5,2009,-0.788,0.518,-0.547,-0.62,2.436
2009-05-20,20,5,2009,-0.738,-0.061,-0.484,-0.644,2.327
2009-05-21,21,5,2009,-0.408,-0.638,-0.41,-0.665,2.221
2009-05-22,22,5,2009,,,,,
2009-05-23,23,5,2009,,,,,
2009-05-24,24,5,2009,,,,,
2009-05-25,25,5,2009,,,,,
2009-05-26,26,5,2009,,,,,
2009-05-27,27,5,2009,,,,,
2009-05-28,28,5,2009,,,,,
2009-05-29,29,5,2009,0.326,-1.033,-0.327,-0.682,2.116
2009-05-30,30,5,2009,-0.016,-1.064,-0.238,-0.696,2.014
2009-05-31,31,5,2009,-0.28,-0.783,-0.146,-0.707,1.915
2009-06-01,1,6,2009,0.298,-0.348,-0.054,-0.714,1.818
2009-06-02,2,6,2009,0.09,0.072,0.033,-0.719,1.723
2009-06-03,3,6,2009,-0.286,0.361,0.114,-0.721,1.632
2009-06-04,4,6,2009,-0.249,0.543,0.183,-0.721,1.544
2009-06-05,5,6,2009,-0.108,0.63,0.238,-0.719,1.459
2009-06-06,6,6,2009,0.121,0.641,0.276,-0.715,1.377
2009-06-07,7,6,2009,-0.067,0.582,0.296,-0.709,1.298
2009-06-08,8,6,2009,0.009,0.47,0.3,-0.702,1.224
2009-06-09,9,6,2009,-0.012,0.364,0.29,-0.694,1.152
2009-06-10,10,6,2009,-0.007,0.238,0.268,-0.684,1.085
2009-06-11,11,6,2009,0.031,0.084,0.237,-0.673,1.021
2009-06-12,12,6,2009,-0.04,-0.059,0.199,-0.661,0.961
2009-06-13,13,6,2009,0.043,-0.156,0.157,-0.648,0.904
2009-06-14,14,6,2009,-0.009,-0.22,0.112,-0.635,0.851
2009-06-15,15,6,2009,-0.036,-0.214,0.068,-0.621,0.802
2009-06-16,16,6,2009,0.005,-0.182,0.027,-0.606,0.756
2009-06-17,17,6,2009,0.015,-0.127,-0.009,-0.592,0.714
2009-06-18,18,6,2009,0.001,-0.059,-0.038,-0.579,0.675
2009-06-19,19,6,2009,0.001,-0.018,-0.056,-0.565,0.639
2009-06-20,20,6,2009,0.003,0.005,-0.063,-0.552,0.607
2009-06-21,21,6,2009,-0.0,0.021,-0.059,-0.54,0.578
2009-06-22,22,6,2009,-0.002,0.025,-0.048,-0.528,0.552
2009-06-23,23,6,2009,-0.003,0.021,-0.033,-0.516,0.53
2009-06-24,24,6,2009,0.003,0.009,-0.018,-0.504,0.511
2009-06-25,25,6,2009,0.005,-0.001,-0.006,-0.494,0.495
2009-06-26,26,6,2009,-0.002,0.003,0.001,-0.484,0.482
2009-06-27,27,6,2009,-0.011,0.012,0.003,-0.476,0.472
2009-06-28,28,6,2009,0.005,-0.0,0.0,-0.471,0.466
2009-06-29,29,6,2009,0.006,0.001,-0.001,-0.468,0.462
2009-06-30,30,6,2009,-0.001,0.006,0.001,-0.468,0.461
