Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2008-05-16,16,5,2008,-0.141,0.682,-0.831,1.474,4.416
2008-05-17,17,5,2008,-0.109,0.129,-0.732,1.304,4.407
2008-05-18,18,5,2008,0.189,-0.388,-0.627,1.129,4.397
2008-05-19,19,5,2008,-0.1,-0.721,-0.515,0.948,4.387
2008-05-20,20,5,2008,-0.243,-0.804,-0.394,0.763,4.377
2008-05-21,21,5,2008,-0.164,-0.615,-0.262,0.574,4.366
2008-05-22,22,5,2008,0.16,-0.275,-0.121,0.381,4.355
2008-05-23,23,5,2008,0.257,0.09,0.025,0.184,4.344
2008-05-24,24,5,2008,-0.228,0.338,0.175,-0.016,4.332
2008-05-25,25,5,2008,0.186,0.388,0.324,-0.219,4.32
2008-05-26,26,5,2008,-0.147,0.291,0.472,-0.424,4.308
2008-05-27,27,5,2008,0.138,0.187,0.611,-0.631,4.295
2008-05-28,28,5,2008,0.067,0.058,0.734,-0.84,4.282
2008-05-29,29,5,2008,0.175,-0.124,0.83,-1.05,4.269
2008-05-30,30,5,2008,-0.349,-0.231,0.886,-1.261,4.255
2008-05-31,31,5,2008,-0.586,-0.171,0.887,-1.471,4.241
2008-06-01,1,6,2008,0.563,0.055,0.835,-1.68,4.226
2008-06-02,2,6,2008,0.785,0.258,0.731,-1.886,4.212
2008-06-03,3,6,2008,-0.463,0.273,0.582,-2.09,4.197
2008-06-04,4,6,2008,-0.737,0.143,0.4,-2.289,4.182
2008-06-05,5,6,2008,-0.237,-0.048,0.201,-2.483,4.167
2008-06-06,6,6,2008,0.055,-0.237,0.001,-2.671,4.151
2008-06-07,7,6,2008,0.355,-0.355,-0.184,-2.851,4.135
2008-06-08,8,6,2008,0.021,-0.376,-0.339,-3.024,4.119
2008-06-09,9,6,2008,-0.126,-0.339,-0.45,-3.188,4.103
2008-06-10,10,6,2008,0.011,-0.246,-0.51,-3.342,4.086
2008-06-11,11,6,2008,0.018,-0.084,-0.519,-3.485,4.069
2008-06-12,12,6,2008,-0.053,0.1,-0.483,-3.616,4.052
2008-06-13,13,6,2008,0.064,0.242,-0.408,-3.734,4.035
2008-06-14,14,6,2008,-0.025,0.25,-0.305,-3.838,4.018
2008-06-15,15,6,2008,-0.068,0.179,-0.183,-3.929,4.0
2008-06-16,16,6,2008,-0.01,0.088,-0.056,-4.005,3.983
2008-06-17,17,6,2008,0.014,0.025,0.063,-4.067,3.965
2008-06-18,18,6,2008,0.009,-0.002,0.161,-4.116,3.947
2008-06-19,19,6,2008,0.003,-0.013,0.232,-4.151,3.929
2008-06-20,20,6,2008,-0.006,-0.008,0.274,-4.171,3.911
2008-06-21,21,6,2008,-0.001,-0.007,0.294,-4.179,3.892
2008-06-22,22,6,2008,0.002,-0.002,0.301,-4.175,3.874
2008-06-23,23,6,2008,0.007,-0.006,0.304,-4.161,3.855
2008-06-24,24,6,2008,-0.004,0.004,0.303,-4.139,3.837
2008-06-25,25,6,2008,0.006,-0.007,0.294,-4.111,3.818
2008-06-26,26,6,2008,-0.007,0.005,0.279,-4.076,3.799
2008-06-27,27,6,2008,0.0,-0.002,0.259,-4.037,3.78
2008-06-28,28,6,2008,0.003,-0.005,0.233,-3.993,3.761
2008-06-29,29,6,2008,0.003,-0.004,0.203,-3.944,3.742
2008-06-30,30,6,2008,0.001,-0.002,0.169,-3.891,3.723
