Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2003-03-13,13,3,2003,0.433,1.349,2.974,-2.499,5.843
2003-03-14,14,3,2003,-0.278,-0.04,2.912,-2.609,5.915
2003-03-15,15,3,2003,0.232,-1.525,2.809,-2.7,5.984
2003-03-16,16,3,2003,-0.277,-2.266,2.666,-2.773,6.05
2003-03-17,17,3,2003,0.334,-2.103,2.483,-2.827,6.113
2003-03-18,18,3,2003,0.104,-1.579,2.265,-2.863,6.174
2003-03-19,19,3,2003,-0.345,-1.022,2.016,-2.88,6.231
2003-03-20,20,3,2003,0.326,-0.574,1.741,-2.879,6.286
2003-03-21,21,3,2003,-0.056,-0.067,1.445,-2.86,6.338
2003-03-22,22,3,2003,-0.281,0.585,1.131,-2.823,6.387
2003-03-23,23,3,2003,0.232,1.296,0.806,-2.767,6.433
2003-03-24,24,3,2003,-0.159,1.704,0.472,-2.694,6.477
2003-03-25,25,3,2003,0.08,1.669,0.136,-2.603,6.518
2003-03-26,26,3,2003,-0.024,1.353,-0.192,-2.494,6.556
2003-03-27,27,3,2003,0.013,0.964,-0.502,-2.367,6.592
2003-03-28,28,3,2003,-0.06,0.54,-0.782,-2.222,6.624
2003-03-29,29,3,2003,0.194,0.134,-1.022,-2.06,6.655
2003-03-30,30,3,2003,-0.37,-0.12,-1.211,-1.881,6.683
2003-03-31,31,3,2003,0.55,-0.336,-1.338,-1.684,6.708
2003-04-01,1,4,2003,-0.721,-0.547,-1.391,-1.471,6.731
2003-04-02,2,4,2003,-0.787,-0.662,-1.359,-1.243,6.751
2003-04-03,3,4,2003,0.366,-0.594,-1.239,-1.002,6.769
2003-04-04,4,4,2003,0.525,-0.416,-1.045,-0.75,6.785
2003-04-05,5,4,2003,0.693,-0.204,-0.8,-0.488,6.798
2003-04-06,6,4,2003,-0.33,-0.036,-0.524,-0.218,6.81
2003-04-07,7,4,2003,-0.432,0.096,-0.239,0.056,6.818
2003-04-08,8,4,2003,0.332,0.174,0.034,0.335,6.825
2003-04-09,9,4,2003,-0.343,0.026,0.272,0.615,6.829
2003-04-10,10,4,2003,0.52,-0.189,0.442,0.895,6.832
2003-04-11,11,4,2003,-0.817,0.001,0.51,1.173,6.832
2003-04-12,12,4,2003,1.134,0.302,0.488,1.446,6.83
2003-04-13,13,4,2003,1.116,0.248,0.396,1.714,6.826
2003-04-14,14,4,2003,0.045,-0.103,0.265,1.973,6.82
2003-04-15,15,4,2003,-1.346,-0.512,0.124,2.221,6.812
2003-04-16,16,4,2003,-1.34,-0.723,0.004,2.457,6.803
2003-04-17,17,4,2003,-1.27,-0.526,-0.073,2.677,6.791
2003-04-18,18,4,2003,-0.707,-0.042,-0.108,2.88,6.777
2003-04-19,19,4,2003,0.752,0.534,-0.113,3.065,6.762
2003-04-20,20,4,2003,0.291,1.03,-0.097,3.231,6.745
2003-04-21,21,4,2003,-0.195,1.261,-0.07,3.378,6.726
2003-04-22,22,4,2003,-0.076,1.109,-0.043,3.505,6.705
2003-04-23,23,4,2003,0.026,0.796,-0.018,3.613,6.683
2003-04-24,24,4,2003,-0.113,0.55,0.004,3.7,6.659
2003-04-25,25,4,2003,0.211,0.367,0.022,3.767,6.633
2003-04-26,26,4,2003,0.229,0.117,0.035,3.813,6.606
2003-04-27,27,4,2003,-0.351,-0.307,0.041,3.839,6.578
2003-04-28,28,4,2003,0.404,-0.835,0.039,3.845,6.547
2003-04-29,29,4,2003,-0.016,-1.358,0.027,3.83,6.516
2003-04-30,30,4,2003,-0.434,-1.749,0.003,3.797,6.483
2003-05-01,1,5,2003,-0.367,-1.891,-0.036,3.745,6.448
2003-05-02,2,5,2003,-0.05,-1.749,-0.09,3.676,6.413
2003-05-03,3,5,2003,0.38,-1.393,-0.155,3.591,6.376
2003-05-04,4,5,2003,-0.368,-0.836,-0.225,3.491,6.338
2003-05-05,5,5,2003,-0.001,-0.179,-0.295,3.376,6.299
2003-05-06,6,5,2003,0.357,0.497,-0.36,3.247,6.259
2003-05-07,7,5,2003,-0.042,1.133,-0.415,3.106,6.218
2003-05-08,8,5,2003,-0.264,1.589,-0.455,2.953,6.176
2003-05-09,9,5,2003,-0.229,1.782,-0.476,2.79,6.133
2003-05-10,10,5,2003,0.203,1.564,-0.473,2.616,6.09
2003-05-11,11,5,2003,-0.131,0.794,-0.443,2.434,6.045
2003-05-12,12,5,2003,0.231,-0.292,-0.382,2.243,6.0
2003-05-13,13,5,2003,-0.431,-1.081,-0.286,2.043,5.954
2003-05-14,14,5,2003,0.523,-1.315,-0.152,1.836,5.908
2003-05-15,15,5,2003,0.612,-1.216,0.022,1.62,5.861
2003-05-16,16,5,2003,-0.547,-0.986,0.221,1.398,5.814
2003-05-17,17,5,2003,0.39,-0.655,0.43,1.169,5.766
2003-05-18,18,5,2003,0.148,-0.333,0.631,0.935,5.718
2003-05-19,19,5,2003,-0.098,-0.077,0.809,0.697,5.67
2003-05-20,20,5,2003,0.086,0.091,0.946,0.456,5.621
2003-05-21,21,5,2003,-0.109,0.298,1.026,0.212,5.572
2003-05-22,22,5,2003,-0.34,0.417,1.033,-0.032,5.523
2003-05-23,23,5,2003,0.492,0.26,0.952,-0.278,5.474
2003-05-24,24,5,2003,-0.566,0.097,0.768,-0.524,5.425
2003-05-25,25,5,2003,0.532,0.185,0.476,-0.769,5.376
2003-05-26,26,5,2003,-0.428,0.206,0.108,-1.013,5.327
2003-05-27,27,5,2003,-0.189,-0.043,-0.29,-1.255,5.278
2003-05-28,28,5,2003,0.243,-0.31,-0.668,-1.495,5.23
2003-05-29,29,5,2003,-0.217,-0.252,-0.981,-1.732,5.182
2003-05-30,30,5,2003,0.217,-0.077,-1.208,-1.965,5.134
2003-05-31,31,5,2003,0.086,-0.029,-1.349,-2.194,5.086
2003-06-01,1,6,2003,-0.177,-0.132,-1.412,-2.418,5.039
2003-06-02,2,6,2003,-0.013,-0.23,-1.413,-2.636,4.992
2003-06-03,3,6,2003,0.055,-0.286,-1.366,-2.848,4.946
2003-06-04,4,6,2003,-0.029,-0.229,-1.289,-3.053,4.9
2003-06-05,5,6,2003,0.019,-0.137,-1.187,-3.25,4.855
2003-06-06,6,6,2003,-0.024,-0.083,-1.066,-3.439,4.811
2003-06-07,7,6,2003,0.05,-0.071,-0.928,-3.619,4.768
2003-06-08,8,6,2003,-0.057,-0.098,-0.78,-3.79,4.725
2003-06-09,9,6,2003,0.011,-0.115,-0.626,-3.953,4.684
2003-06-10,10,6,2003,0.044,-0.11,-0.47,-4.107,4.643
2003-06-11,11,6,2003,0.058,-0.095,-0.313,-4.252,4.603
2003-06-12,12,6,2003,0.032,-0.048,-0.159,-4.389,4.564
2003-06-13,13,6,2003,-0.086,0.083,-0.007,-4.517,4.527
2003-06-14,14,6,2003,0.09,0.312,0.143,-4.636,4.49
2003-06-15,15,6,2003,-0.096,0.492,0.295,-4.746,4.455
2003-06-16,16,6,2003,0.123,0.551,0.452,-4.847,4.421
2003-06-17,17,6,2003,0.017,0.419,0.614,-4.939,4.389
2003-06-18,18,6,2003,-0.258,0.141,0.782,-5.022,4.357
2003-06-19,19,6,2003,0.058,-0.24,0.951,-5.096,4.328
2003-06-20,20,6,2003,0.341,-0.599,1.12,-5.162,4.299
2003-06-21,21,6,2003,0.485,-0.825,1.285,-5.218,4.273
2003-06-22,22,6,2003,0.38,-0.806,1.444,-5.265,4.248
2003-06-23,23,6,2003,0.025,-0.535,1.59,-5.303,4.224
2003-06-24,24,6,2003,-0.434,0.047,1.717,-5.333,4.202
2003-06-25,25,6,2003,0.333,0.72,1.818,-5.353,4.183
2003-06-26,26,6,2003,-0.237,0.953,1.883,-5.364,4.164
2003-06-27,27,6,2003,0.197,0.513,1.908,-5.365,4.148
2003-06-28,28,6,2003,-0.186,-0.084,1.894,-5.358,4.134
2003-06-29,29,6,2003,-0.186,-0.338,1.844,-5.342,4.122
