Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5
2007-01-30,30,1,2007,-0.013,0.499,0.366,-0.294,1.242
2007-01-31,31,1,2007,0.489,0.385,0.221,-0.474,1.279
2007-02-02,2,2,2007,,,,,
2007-02-03,3,2,2007,-0.484,-0.143,0.063,-0.653,1.316
2007-02-04,4,2,2007,0.428,-0.495,-0.061,-0.826,1.355
2007-02-05,5,2,2007,0.321,-0.31,-0.114,-0.991,1.395
2007-02-06,6,2,2007,,,,,
2007-02-07,7,2,2007,,,,,
2007-02-08,8,2,2007,,,,,
2007-02-09,9,2,2007,,,,,
2007-02-10,10,2,2007,-0.281,0.099,-0.109,-1.144,1.436
2007-02-11,11,2,2007,0.231,0.244,-0.07,-1.282,1.478
2007-02-12,12,2,2007,-0.191,0.094,-0.021,-1.402,1.521
2007-02-13,13,2,2007,,,,,
2007-02-14,14,2,2007,,,,,
2007-02-15,15,2,2007,,,,,
2007-02-16,16,2,2007,,,,,
2007-02-17,17,2,2007,-0.021,-0.059,0.016,-1.501,1.565
2007-02-18,18,2,2007,0.109,-0.064,0.021,-1.575,1.609
2007-02-19,19,2,2007,-0.087,0.068,-0.012,-1.624,1.655
2007-02-20,20,2,2007,,,,,
2007-02-21,21,2,2007,,,,,
2007-02-22,22,2,2007,,,,,
2007-02-23,23,2,2007,,,,,
2007-02-24,24,2,2007,,,,,
2007-02-25,25,2,2007,,,,,
2007-02-26,26,2,2007,0.103,0.185,-0.039,-1.65,1.702
2007-02-27,27,2,2007,-0.033,0.056,-0.018,-1.653,1.749
2007-02-28,28,2,2007,0.149,-0.356,0.046,-1.635,1.797
2007-03-02,2,3,2007,,,,,
2007-03-03,3,3,2007,,,,,
2007-03-04,4,3,2007,0.278,-0.662,0.134,-1.596,1.846
2007-03-05,5,3,2007,-0.098,-0.486,0.228,-1.538,1.895
2007-03-06,6,3,2007,-1.002,0.227,0.293,-1.462,1.945
2007-03-07,7,3,2007,,,,,
2007-03-08,8,3,2007,,,,,
2007-03-09,9,3,2007,,,,,
2007-03-10,10,3,2007,,,,,
2007-03-11,11,3,2007,,,,,
2007-03-12,12,3,2007,1.046,1.031,0.295,-1.368,1.995
2007-03-13,13,3,2007,-0.21,1.123,0.199,-1.256,2.045
2007-03-14,14,3,2007,-0.883,0.527,-0.012,-1.128,2.096
2007-03-15,15,3,2007,,,,,
2007-03-16,16,3,2007,,,,,
2007-03-17,17,3,2007,,,,,
2007-03-18,18,3,2007,-0.45,-0.441,-0.271,-0.985,2.147
2007-03-19,19,3,2007,0.656,-1.034,-0.49,-0.829,2.198
2007-03-20,20,3,2007,-0.585,-0.305,-0.595,-0.663,2.249
2007-03-21,21,3,2007,,,,,
2007-03-22,22,3,2007,,,,,
2007-03-23,23,3,2007,,,,,
2007-03-24,24,3,2007,,,,,
2007-03-25,25,3,2007,,,,,
2007-03-26,26,3,2007,,,,,
2007-03-27,27,3,2007,0.534,0.909,-0.553,-0.489,2.299
2007-03-28,28,3,2007,-0.479,0.795,-0.355,-0.312,2.35
2007-03-29,29,3,2007,0.422,-0.346,-0.044,-0.132,2.4
2007-03-30,30,3,2007,,,,,
2007-03-31,31,3,2007,,,,,
2007-04-02,2,4,2007,0.059,-0.951,0.298,0.045,2.45
2007-04-03,3,4,2007,-0.327,-0.583,0.593,0.218,2.499
2007-04-04,4,4,2007,0.182,0.369,0.818,0.383,2.548
2007-04-05,5,4,2007,0.236,1.271,0.96,0.538,2.596
2007-04-06,6,4,2007,-0.186,1.657,1.007,0.678,2.644
2007-04-07,7,4,2007,0.148,1.711,0.949,0.802,2.69
2007-04-08,8,4,2007,-0.132,1.7,0.788,0.907,2.736
2007-04-09,9,4,2007,0.129,1.449,0.547,0.994,2.781
2007-04-10,10,4,2007,0.103,0.86,0.25,1.063,2.825
2007-04-11,11,4,2007,-0.127,0.022,-0.076,1.115,2.867
2007-04-12,12,4,2007,0.129,-0.882,-0.406,1.15,2.909
2007-04-13,13,4,2007,-0.124,-1.682,-0.712,1.17,2.949
2007-04-14,14,4,2007,0.108,-2.3,-0.97,1.176,2.987
2007-04-15,15,4,2007,-0.117,-2.721,-1.154,1.167,3.025
2007-04-16,16,4,2007,0.195,-2.764,-1.236,1.146,3.06
2007-04-17,17,4,2007,-0.313,-2.093,-1.201,1.112,3.094
2007-04-18,18,4,2007,0.204,-0.736,-1.061,1.067,3.126
2007-04-19,19,4,2007,0.401,0.772,-0.842,1.012,3.157
2007-04-20,20,4,2007,-0.315,1.846,-0.566,0.949,3.186
2007-04-21,21,4,2007,0.197,2.267,-0.256,0.878,3.213
2007-04-22,22,4,2007,0.027,2.168,0.065,0.802,3.238
2007-04-23,23,4,2007,-0.097,1.738,0.376,0.72,3.262
2007-04-24,24,4,2007,0.136,1.189,0.657,0.635,3.284
2007-04-25,25,4,2007,-0.199,0.663,0.884,0.548,3.304
2007-04-26,26,4,2007,0.212,0.071,1.035,0.46,3.322
2007-04-27,27,4,2007,0.265,-0.563,1.089,0.371,3.338
2007-04-28,28,4,2007,-0.25,-0.909,1.023,0.284,3.353
2007-04-29,29,4,2007,0.258,-0.448,0.827,0.197,3.366
2007-04-30,30,4,2007,-0.361,0.435,0.536,0.112,3.377
2007-05-02,2,5,2007,0.558,0.531,0.196,0.03,3.386
2007-05-03,3,5,2007,-0.756,-0.042,-0.146,-0.05,3.393
2007-05-04,4,5,2007,0.628,-0.356,-0.444,-0.126,3.398
2007-05-05,5,5,2007,0.896,-0.339,-0.661,-0.198,3.402
2007-05-06,6,5,2007,0.625,-0.182,-0.781,-0.265,3.403
2007-05-07,7,5,2007,0.446,-0.02,-0.802,-0.327,3.403
2007-05-08,8,5,2007,-0.242,0.074,-0.748,-0.384,3.4
2007-05-09,9,5,2007,-0.274,0.062,-0.651,-0.434,3.396
2007-05-10,10,5,2007,-0.271,-0.001,-0.54,-0.478,3.389
2007-05-11,11,5,2007,-0.188,-0.035,-0.444,-0.515,3.381
2007-05-12,12,5,2007,-0.376,0.024,-0.373,-0.546,3.371
2007-05-13,13,5,2007,-0.595,0.129,-0.322,-0.57,3.359
2007-05-14,14,5,2007,-0.867,0.19,-0.279,-0.588,3.344
2007-05-15,15,5,2007,-1.03,0.137,-0.235,-0.6,3.328
2007-05-16,16,5,2007,-1.019,-0.098,-0.187,-0.606,3.31
2007-05-17,17,5,2007,0.533,-0.484,-0.133,-0.605,3.289
2007-05-18,18,5,2007,1.52,-0.716,-0.072,-0.599,3.267
2007-05-19,19,5,2007,-1.6,-0.454,-0.002,-0.586,3.242
2007-05-20,20,5,2007,1.59,0.288,0.073,-0.567,3.216
2007-05-21,21,5,2007,0.872,1.035,0.149,-0.543,3.188
2007-05-22,22,5,2007,-0.247,1.482,0.221,-0.512,3.157
2007-05-23,23,5,2007,-0.785,1.552,0.284,-0.476,3.125
2007-05-24,24,5,2007,-1.27,1.179,0.335,-0.434,3.091
2007-05-25,25,5,2007,-0.792,0.352,0.372,-0.388,3.055
2007-05-26,26,5,2007,-0.083,-0.695,0.395,-0.336,3.019
2007-05-27,27,5,2007,0.657,-1.66,0.402,-0.279,2.98
2007-05-28,28,5,2007,1.465,-2.182,0.393,-0.218,2.941
2007-05-29,29,5,2007,0.863,-1.88,0.368,-0.152,2.901
2007-05-30,30,5,2007,-0.289,-0.913,0.325,-0.083,2.86
2007-05-31,31,5,2007,-1.49,0.42,0.264,-0.013,2.819
2007-06-01,1,6,2007,1.277,1.703,0.185,0.059,2.777
2007-06-02,2,6,2007,-0.11,2.26,0.087,0.129,2.734
2007-06-03,3,6,2007,-0.591,2.031,-0.029,0.197,2.692
2007-06-04,4,6,2007,-0.349,1.189,-0.15,0.261,2.649
2007-06-05,5,6,2007,0.123,0.117,-0.266,0.32,2.606
2007-06-06,6,6,2007,-0.104,-0.669,-0.364,0.373,2.564
2007-06-07,7,6,2007,0.171,-1.18,-0.431,0.417,2.522
2007-06-08,8,6,2007,-0.222,-1.457,-0.455,0.453,2.481
2007-06-09,9,6,2007,0.226,-1.317,-0.427,0.477,2.44
2007-06-10,10,6,2007,0.171,-0.808,-0.354,0.491,2.4
2007-06-11,11,6,2007,-0.219,-0.189,-0.246,0.493,2.361
2007-06-12,12,6,2007,0.033,0.277,-0.116,0.483,2.323
2007-06-13,13,6,2007,0.239,0.486,0.027,0.462,2.286
2007-06-14,14,6,2007,0.162,0.389,0.17,0.43,2.25
2007-06-15,15,6,2007,-0.038,0.144,0.293,0.385,2.216
2007-06-16,16,6,2007,-0.209,-0.074,0.374,0.327,2.182
2007-06-17,17,6,2007,0.108,-0.104,0.388,0.258,2.151
2007-06-18,18,6,2007,-0.076,0.058,0.319,0.178,2.121
2007-06-19,19,6,2007,0.092,0.134,0.19,0.091,2.092
2007-06-20,20,6,2007,-0.08,-0.022,0.037,-0.0,2.065
2007-06-21,21,6,2007,-0.101,-0.241,-0.106,-0.093,2.041
2007-06-22,22,6,2007,0.174,-0.303,-0.204,-0.184,2.018
2007-06-23,23,6,2007,-0.234,-0.059,-0.234,-0.27,1.997
2007-06-24,24,6,2007,0.297,0.278,-0.206,-0.348,1.978
2007-06-25,25,6,2007,-0.299,0.392,-0.14,-0.414,1.962
2007-06-26,26,6,2007,-0.402,0.277,-0.057,-0.467,1.948
2007-06-27,27,6,2007,0.434,0.006,0.027,-0.503,1.936
2007-06-28,28,6,2007,-0.351,-0.25,0.095,-0.522,1.927
2007-06-29,29,6,2007,-0.456,-0.376,0.132,-0.521,1.921
2007-06-30,30,6,2007,0.168,-0.311,0.125,-0.498,1.917
