value,timestamp
40,2024-11-14 00:00:32
40,2024-11-14 00:00:44
40,2024-11-14 00:00:55
40,2024-11-14 00:05:17
40,2024-11-14 00:05:28
40,2024-11-14 00:05:40
40,2024-11-14 00:10:01
40,2024-11-14 00:10:12
40,2024-11-14 00:10:24
40,2024-11-14 00:14:45
40,2024-11-14 00:14:56
40,2024-11-14 00:15:08
40,2024-11-14 00:19:29
40,2024-11-14 00:19:40
40,2024-11-14 00:19:52
40,2024-11-14 00:24:13
40,2024-11-14 00:24:24
40,2024-11-14 00:24:36
40,2024-11-14 00:28:57
40,2024-11-14 00:29:09
40,2024-11-14 00:29:20
40,2024-11-14 00:33:41
40,2024-11-14 00:33:52
40,2024-11-14 00:34:04
40,2024-11-14 00:38:25
40,2024-11-14 00:38:37
40,2024-11-14 00:38:48
40,2024-11-14 00:43:09
40,2024-11-14 00:43:20
40,2024-11-14 00:43:32
40,2024-11-14 00:47:53
40,2024-11-14 00:48:05
40,2024-11-14 00:48:16
40,2024-11-14 00:52:37
40,2024-11-14 00:52:49
40,2024-11-14 00:53:00
40,2024-11-14 00:57:21
40,2024-11-14 00:57:33
40,2024-11-14 00:57:44
40,2024-11-14 01:02:05
40,2024-11-14 01:02:17
40,2024-11-14 01:02:28
40,2024-11-14 01:06:49
40,2024-11-14 01:07:00
40,2024-11-14 01:07:12
40,2024-11-14 01:11:33
40,2024-11-14 01:11:44
40,2024-11-14 01:11:56
40,2024-11-14 01:16:16
40,2024-11-14 01:16:28
40,2024-11-14 01:16:39
40,2024-11-14 01:21:00
40,2024-11-14 01:21:12
40,2024-11-14 01:21:23
40,2024-11-14 01:25:45
40,2024-11-14 01:25:56
40,2024-11-14 01:26:08
40,2024-11-14 01:30:29
40,2024-11-14 01:30:40
40,2024-11-14 01:30:52
40,2024-11-14 01:35:13
40,2024-11-14 01:35:25
40,2024-11-14 01:35:36
40,2024-11-14 01:39:57
40,2024-11-14 01:40:08
40,2024-11-14 01:40:20
40,2024-11-14 01:44:41
40,2024-11-14 01:44:52
40,2024-11-14 01:45:04
40,2024-11-14 01:49:24
40,2024-11-14 01:49:36
40,2024-11-14 01:49:47
40,2024-11-14 01:54:08
40,2024-11-14 01:54:20
40,2024-11-14 01:54:31
40,2024-11-14 01:58:52
40,2024-11-14 01:59:04
40,2024-11-14 01:59:15
40,2024-11-14 02:03:36
40,2024-11-14 02:03:48
40,2024-11-14 02:03:59
40,2024-11-14 02:08:20
40,2024-11-14 02:08:32
40,2024-11-14 02:08:43
40,2024-11-14 02:13:04
40,2024-11-14 02:13:16
40,2024-11-14 02:13:27
40,2024-11-14 02:17:48
40,2024-11-14 02:17:59
40,2024-11-14 02:18:11
40,2024-11-14 02:22:32
40,2024-11-14 02:22:43
40,2024-11-14 02:22:55
40,2024-11-14 02:27:16
40,2024-11-14 02:27:27
40,2024-11-14 02:27:39
40,2024-11-14 02:32:00
40,2024-11-14 02:32:12
40,2024-11-14 02:32:23
40,2024-11-14 02:36:44
40,2024-11-14 02:36:56
40,2024-11-14 02:37:07
40,2024-11-14 02:41:28
40,2024-11-14 02:41:40
40,2024-11-14 02:41:51
40,2024-11-14 02:46:13
40,2024-11-14 02:46:24
40,2024-11-14 02:46:36
40,2024-11-14 02:50:56
40,2024-11-14 02:51:08
40,2024-11-14 02:51:19
40,2024-11-14 02:55:41
40,2024-11-14 02:55:53
40,2024-11-14 02:56:04
40,2024-11-14 03:00:26
40,2024-11-14 03:00:38
40,2024-11-14 03:00:49
40,2024-11-14 03:05:11
40,2024-11-14 03:05:23
40,2024-11-14 03:05:34
40,2024-11-14 03:09:56
40,2024-11-14 03:10:08
40,2024-11-14 03:10:19
40,2024-11-14 03:14:41
40,2024-11-14 03:14:53
40,2024-11-14 03:15:04
40,2024-11-14 03:19:26
40,2024-11-14 03:19:37
40,2024-11-14 03:19:49
40,2024-11-14 03:24:11
40,2024-11-14 03:24:22
40,2024-11-14 03:24:34
40,2024-11-14 03:28:56
40,2024-11-14 03:29:07
40,2024-11-14 03:29:19
40,2024-11-14 03:33:41
40,2024-11-14 03:33:52
40,2024-11-14 03:34:04
40,2024-11-14 03:38:26
40,2024-11-14 03:38:37
40,2024-11-14 03:38:49
40,2024-11-14 03:43:11
40,2024-11-14 03:43:22
40,2024-11-14 03:43:34
40,2024-11-14 03:47:55
40,2024-11-14 03:48:07
40,2024-11-14 03:48:18
40,2024-11-14 03:52:40
40,2024-11-14 03:52:52
40,2024-11-14 03:53:03
40,2024-11-14 03:57:25
40,2024-11-14 03:57:37
40,2024-11-14 03:57:48
40,2024-11-14 04:02:10
40,2024-11-14 04:02:22
40,2024-11-14 04:02:33
40,2024-11-14 04:06:55
40,2024-11-14 04:07:07
40,2024-11-14 04:07:18
40,2024-11-14 04:11:41
40,2024-11-14 04:11:52
40,2024-11-14 04:12:04
40,2024-11-14 04:16:25
40,2024-11-14 04:16:37
40,2024-11-14 04:16:48
40,2024-11-14 04:21:10
40,2024-11-14 04:21:22
40,2024-11-14 04:21:33
40,2024-11-14 04:25:56
40,2024-11-14 04:26:07
40,2024-11-14 04:26:19
40,2024-11-14 04:30:40
40,2024-11-14 04:30:52
40,2024-11-14 04:31:03
40,2024-11-14 04:35:25
40,2024-11-14 04:35:37
40,2024-11-14 04:35:48
40,2024-11-14 04:40:10
40,2024-11-14 04:40:21
40,2024-11-14 04:40:33
40,2024-11-14 04:44:55
40,2024-11-14 04:45:06
40,2024-11-14 04:45:18
40,2024-11-14 04:49:40
40,2024-11-14 04:49:51
40,2024-11-14 04:50:03
40,2024-11-14 04:54:25
40,2024-11-14 04:54:36
40,2024-11-14 04:54:48
40,2024-11-14 04:59:10
40,2024-11-14 04:59:21
40,2024-11-14 04:59:33
40,2024-11-14 05:03:55
40,2024-11-14 05:04:06
40,2024-11-14 05:04:18
40,2024-11-14 05:08:39
40,2024-11-14 05:08:51
40,2024-11-14 05:09:02
40,2024-11-14 05:13:25
40,2024-11-14 05:13:36
40,2024-11-14 05:13:48
40,2024-11-14 05:18:10
40,2024-11-14 05:18:21
40,2024-11-14 05:18:33
40,2024-11-14 05:22:54
40,2024-11-14 05:23:06
40,2024-11-14 05:23:17
40,2024-11-14 05:27:39
40,2024-11-14 05:27:51
40,2024-11-14 05:28:02
40,2024-11-14 05:32:24
40,2024-11-14 05:32:36
40,2024-11-14 05:32:48
40,2024-11-14 05:37:09
40,2024-11-14 05:37:21
40,2024-11-14 05:37:32
40,2024-11-14 05:41:54
40,2024-11-14 05:42:06
40,2024-11-14 05:42:17
40,2024-11-14 05:46:39
40,2024-11-14 05:46:51
40,2024-11-14 05:47:02
40,2024-11-14 05:51:24
40,2024-11-14 05:51:36
40,2024-11-14 05:51:47
40,2024-11-14 05:56:09
40,2024-11-14 05:56:21
40,2024-11-14 05:56:32
40,2024-11-14 06:00:54
40,2024-11-14 06:01:06
40,2024-11-14 06:01:17
40,2024-11-14 06:05:39
40,2024-11-14 06:05:51
40,2024-11-14 06:06:02
40,2024-11-14 06:10:24
40,2024-11-14 06:10:35
40,2024-11-14 06:10:47
40,2024-11-14 06:15:09
40,2024-11-14 06:15:20
40,2024-11-14 06:15:32
40,2024-11-14 06:19:54
40,2024-11-14 06:20:05
40,2024-11-14 06:20:17
40,2024-11-14 06:24:39
40,2024-11-14 06:24:50
40,2024-11-14 06:25:02
40,2024-11-14 06:29:24
40,2024-11-14 06:29:35
40,2024-11-14 06:29:47
40,2024-11-14 06:34:09
40,2024-11-14 06:34:21
40,2024-11-14 06:34:32
40,2024-11-14 06:38:54
40,2024-11-14 06:39:05
40,2024-11-14 06:39:17
40,2024-11-14 06:43:39
40,2024-11-14 06:43:51
40,2024-11-14 06:44:02
40,2024-11-14 06:48:24
40,2024-11-14 06:48:35
40,2024-11-14 06:48:47
40,2024-11-14 06:53:09
40,2024-11-14 06:53:20
40,2024-11-14 06:53:32
40,2024-11-14 06:57:54
40,2024-11-14 06:58:05
40,2024-11-14 06:58:17
40,2024-11-14 07:02:39
40,2024-11-14 07:02:50
40,2024-11-14 07:03:02
40,2024-11-14 07:07:24
40,2024-11-14 07:07:35
40,2024-11-14 07:07:47
40,2024-11-14 07:12:08
40,2024-11-14 07:12:20
40,2024-11-14 07:12:31
40,2024-11-14 07:16:53
40,2024-11-14 07:17:05
40,2024-11-14 07:17:16
40,2024-11-14 07:21:38
40,2024-11-14 07:21:50
40,2024-11-14 07:22:01
40,2024-11-14 07:26:23
40,2024-11-14 07:26:34
40,2024-11-14 07:26:46
40,2024-11-14 07:31:08
40,2024-11-14 07:31:19
40,2024-11-14 07:31:31
40,2024-11-14 07:35:52
40,2024-11-14 07:36:04
40,2024-11-14 07:36:15
40,2024-11-14 07:40:37
40,2024-11-14 07:40:49
40,2024-11-14 07:41:00
40,2024-11-14 07:45:22
40,2024-11-14 07:45:34
40,2024-11-14 07:45:45
40,2024-11-14 07:50:07
40,2024-11-14 07:50:19
40,2024-11-14 07:50:30
40,2024-11-14 07:54:52
40,2024-11-14 07:55:04
40,2024-11-14 07:55:15
40,2024-11-14 07:59:37
40,2024-11-14 07:59:49
40,2024-11-14 08:00:00
40,2024-11-14 08:04:22
40,2024-11-14 08:04:34
40,2024-11-14 08:04:45
40,2024-11-14 08:09:07
40,2024-11-14 08:09:19
40,2024-11-14 08:09:30
40,2024-11-14 08:13:52
40,2024-11-14 08:14:04
40,2024-11-14 08:14:15
40,2024-11-14 08:18:37
40,2024-11-14 08:18:49
40,2024-11-14 08:19:00
40,2024-11-14 08:23:22
40,2024-11-14 08:23:33
40,2024-11-14 08:23:45
40,2024-11-14 08:28:07
40,2024-11-14 08:28:18
40,2024-11-14 08:28:30
30,2024-11-14 08:32:52
30,2024-11-14 08:33:03
30,2024-11-14 08:33:15
30,2024-11-14 08:37:37
30,2024-11-14 08:37:49
30,2024-11-14 08:38:00
30,2024-11-14 08:42:22
30,2024-11-14 08:42:34
30,2024-11-14 08:42:45
